 state,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10
Alabama,Autauga,1980,179,122,35,18,4,0,0,177,108,40,0,0,122,57,0,0
Alabama,Colbert,1980,274,127,45,63,39,0,0,200,165,56,0,0,0,274,0,0
Alabama,Jackson,1980,366,85,110,92,79,0,0,200,200,94,0,0,0,366,0,0
Alabama,Jefferson,1980,343,171,109,37,19,7,0,221,140,51,207,0,136,0,0,0
Alabama,Lauderdale,1980,274,120,58,77,19,0,0,200,139,56,0,0,0,274,0,0
Alabama,Madison,1980,344,154,125,60,5,0,0,185,112,56,28,168,148,0,0,0
Alabama,Mobile,1980,286,180,62,35,8,1,0,204,119,41,0,0,68,218,0,0
Alabama,Monroe,1980,90,63,14,7,6,0,0,200,122,40,0,0,90,0,0,0
Alabama,Morgan,1980,332,207,93,32,0,0,0,148,100,39,0,121,28,183,0,0
Alabama,Tuscaloosa,1980,132,94,28,10,0,0,0,147,93,38,0,0,132,0,0,0
Alabama,Autauga,1981,357,289,49,15,4,0,0,195,77,32,0,0,241,116,0,0
Alabama,Colbert,1981,358,235,42,46,35,0,0,200,149,29,0,0,0,358,0,0
Alabama,Etowah,1981,188,114,32,26,13,3,0,226,143,44,0,0,188,0,0,0
Alabama,Jackson,1981,365,53,71,147,94,0,0,200,200,116,0,0,0,365,0,0
Alabama,Jefferson,1981,365,132,137,56,31,9,0,239,156,67,72,0,267,26,0,0
Alabama,Lauderdale,1981,353,222,46,65,20,0,0,200,130,29,0,0,0,353,0,0
Alabama,Madison,1981,352,251,80,21,0,0,0,150,90,39,0,0,352,0,0,0
Alabama,Mobile,1981,365,129,105,106,23,2,0,203,143,75,0,0,212,153,0,0
Alabama,Monroe,1981,253,228,23,2,0,0,0,112,50,37,0,0,253,0,0,0
Alabama,Morgan,1981,301,219,74,8,0,0,0,122,74,38,0,88,170,43,0,0
Alabama,Tuscaloosa,1981,228,169,47,12,0,0,0,140,84,42,0,0,228,0,0,0
Alabama,Autauga,1982,245,203,36,5,0,1,0,206,67,31,0,0,166,79,0,0
Alabama,Colbert,1982,355,221,43,57,34,0,0,200,148,27,0,0,0,355,0,0
Alabama,Etowah,1982,197,108,53,32,4,0,0,192,115,48,0,0,197,0,0,0
Alabama,Jackson,1982,360,269,60,27,4,0,0,200,94,30,0,0,0,360,0,0
Alabama,Jefferson,1982,365,171,123,50,17,4,0,228,129,53,80,0,255,30,0,0
Alabama,Lauderdale,1982,354,217,53,64,20,0,0,200,132,26,0,0,0,354,0,0
Alabama,Madison,1982,315,231,64,17,3,0,0,185,90,36,0,0,315,0,0,0
Alabama,Mobile,1982,360,197,115,41,7,0,0,169,105,47,0,0,231,129,0,0
Alabama,Monroe,1982,154,146,8,0,0,0,0,90,44,28,0,0,154,0,0,0
Alabama,Morgan,1982,286,207,63,13,3,0,0,161,84,41,0,26,260,0,0,0
Alabama,Tuscaloosa,1982,190,125,49,15,1,0,0,151,100,44,0,0,190,0,0,0
Alabama,Colbert,1983,342,229,43,54,16,0,0,200,129,21,0,0,0,342,0,0
Alabama,Cullman,1983,211,124,53,26,8,0,0,185,122,45,0,0,211,0,0,0
Alabama,Etowah,1983,210,124,49,26,11,0,0,200,129,45,0,0,210,0,0,0
Alabama,Jackson,1983,315,170,86,47,12,0,0,200,110,47,0,0,0,315,0,0
Alabama,Jefferson,1983,365,151,144,53,10,7,0,243,125,58,134,0,176,55,0,0
Alabama,Lauderdale,1983,337,258,44,27,8,0,0,200,103,20,0,0,0,337,0,0
Alabama,Madison,1983,165,119,31,11,3,1,0,208,100,43,0,0,165,0,0,0
Alabama,Mobile,1983,365,193,113,50,8,1,0,206,107,48,0,0,261,104,0,0
Alabama,Morgan,1983,178,170,7,1,0,0,0,130,42,21,0,0,86,92,0,0
Alabama,Colbert,1984,348,262,24,43,19,0,0,200,127,13,0,0,0,348,0,0
Alabama,Cullman,1984,260,175,47,32,6,0,0,190,115,44,0,0,260,0,0,0
Alabama,Etowah,1984,259,146,70,31,11,1,0,204,122,47,0,0,259,0,0,0
Alabama,Jackson,1984,362,248,66,37,11,0,0,200,106,31,0,0,0,362,0,0
Alabama,Jefferson,1984,366,221,123,19,3,0,0,174,89,44,174,0,192,0,0,0
Alabama,Lauderdale,1984,330,261,32,30,7,0,0,200,106,13,0,0,0,330,0,0
Alabama,Mobile,1984,321,175,82,56,8,0,0,177,120,48,0,0,206,115,0,0
Alabama,Morgan,1984,253,230,20,3,0,0,0,121,50,14,0,0,0,253,0,0
Alabama,Colbert,1985,269,197,26,36,10,0,0,194,123,19,0,0,0,269,0,0
Alabama,Cullman,1985,214,144,59,11,0,0,0,150,87,44,0,0,214,0,0,0
Alabama,Etowah,1985,282,176,81,23,2,0,0,154,97,45,0,0,257,0,0,25
Alabama,Jackson,1985,333,231,77,25,0,0,0,139,91,34,0,0,0,333,0,0
Alabama,Jefferson,1985,365,193,134,30,7,1,0,202,101,49,100,0,165,28,0,72
Alabama,Lauderdale,1985,262,206,30,26,0,0,0,137,100,14,0,0,0,262,0,0
Alabama,Mobile,1985,302,193,75,31,3,0,0,198,101,44,0,0,204,75,0,23
Alabama,Morgan,1985,346,333,13,0,0,0,0,79,40,19,0,0,0,346,0,0
Alabama,Colbert,1986,355,220,45,68,22,0,0,200,141,23,0,0,0,355,0,0
Alabama,Cullman,1986,204,98,59,35,11,1,0,207,136,54,0,0,204,0,0,0
Alabama,Etowah,1986,275,164,70,27,14,0,0,185,122,46,0,0,248,0,0,27
Alabama,Jackson,1986,337,210,93,29,5,0,0,200,102,39,0,0,0,337,0,0
Alabama,Jefferson,1986,365,179,138,41,6,1,0,224,112,51,78,0,145,27,0,115
Alabama,Lauderdale,1986,328,248,54,23,3,0,0,190,94,21,0,0,0,328,0,0
Alabama,Mobile,1986,287,134,81,63,9,0,0,185,122,54,0,0,117,146,0,24
Alabama,Montgomery,1986,251,155,50,33,13,0,0,197,126,44,0,0,242,0,0,9
Alabama,Morgan,1986,307,276,29,2,0,0,0,107,54,19,0,0,0,307,0,0
Alabama,Shelby,1986,281,156,63,39,19,4,0,209,133,47,0,0,267,0,0,14
Alabama,Colbert,1987,257,161,32,39,25,0,0,200,148,26,0,0,0,257,0,0
Alabama,Cullman,1987,125,73,31,16,5,0,0,177,115,47,0,0,125,0,0,0
Alabama,Etowah,1987,59,40,19,0,0,0,0,70,57,39,0,0,0,0,0,59
Alabama,Jackson,1987,254,157,64,24,9,0,0,200,110,40,0,0,0,254,0,0
Alabama,Jefferson,1987,365,161,162,38,4,0,0,182,105,53,85,0,156,20,0,104
Alabama,Lauderdale,1987,256,208,30,16,2,0,0,176,87,11,0,0,0,256,0,0
Alabama,Madison,1987,237,149,60,22,6,0,0,172,108,45,0,0,237,0,0,0
Alabama,Mobile,1987,314,157,76,67,14,0,0,200,130,51,0,0,163,125,0,26
Alabama,Montgomery,1987,259,123,67,43,21,5,0,223,151,51,0,0,243,0,0,16
Alabama,Morgan,1987,75,66,9,0,0,0,0,97,60,29,0,0,0,75,0,0
Alabama,Shelby,1987,282,164,60,38,17,3,0,214,133,47,0,0,258,0,0,24
Alabama,Colbert,1988,342,251,32,48,11,0,0,200,118,19,0,0,0,342,0,0
Alabama,Etowah,1988,58,48,10,0,0,0,0,63,56,33,0,0,0,0,0,58
Alabama,Jackson,1988,298,203,76,17,2,0,0,200,90,29,0,0,0,298,0,0
Alabama,Jefferson,1988,366,183,124,34,19,6,0,223,129,51,108,0,199,0,0,59
Alabama,Lauderdale,1988,341,265,47,24,5,0,0,177,92,13,0,0,0,341,0,0
Alabama,Madison,1988,365,242,67,34,20,2,0,205,122,40,99,0,237,0,0,29
Alabama,Mobile,1988,361,166,114,71,10,0,0,200,121,54,0,0,144,202,0,15
Alabama,Montgomery,1988,268,157,60,39,12,0,0,187,129,46,0,0,248,0,0,20
Alabama,Shelby,1988,272,146,61,41,19,5,0,209,144,47,0,0,242,3,0,27
Alabama,Autauga,1989,63,54,9,0,0,0,0,100,64,34,0,0,63,0,0,0
Alabama,Colbert,1989,359,263,53,33,10,0,0,200,107,13,0,0,0,359,0,0
Alabama,Etowah,1989,57,54,3,0,0,0,0,54,46,28,0,0,0,0,0,57
Alabama,Houston,1989,39,39,0,0,0,0,0,50,39,24,0,0,0,0,0,39
Alabama,Jackson,1989,362,268,74,19,1,0,0,193,79,27,0,0,0,362,0,0
Alabama,Jefferson,1989,365,210,129,22,4,0,0,177,93,46,85,0,170,0,0,110
Alabama,Lauderdale,1989,348,262,49,31,6,0,0,200,102,14,0,0,0,348,0,0
Alabama,Madison,1989,365,276,83,6,0,0,0,112,67,38,57,0,240,0,0,68
Alabama,Marengo,1989,45,44,1,0,0,0,0,52,37,22,0,0,0,0,0,45
Alabama,Mobile,1989,359,210,88,54,7,0,0,189,112,44,0,0,155,179,0,25
Alabama,Montgomery,1989,270,227,42,1,0,0,0,112,61,36,0,0,251,0,0,19
Alabama,Morgan,1989,22,20,2,0,0,0,0,56,35,21,0,0,0,0,0,22
Alabama,Russell,1989,43,43,0,0,0,0,0,45,35,24,0,0,0,0,0,43
Alabama,Shelby,1989,257,205,40,12,0,0,0,136,80,37,0,0,236,0,0,21
Alabama,Tuscaloosa,1989,42,40,2,0,0,0,0,53,44,26,0,0,0,0,0,42
Alabama,Autauga,1990,266,183,64,18,1,0,0,151,93,43,0,0,266,0,0,0
Alabama,Calhoun,1990,55,52,3,0,0,0,0,60,43,23,0,0,0,0,0,55
Alabama,Colbert,1990,359,272,41,43,3,0,0,192,106,16,0,0,0,324,0,35
Alabama,DeKalb,1990,360,204,89,55,11,1,0,201,119,47,0,0,357,0,0,3
Alabama,Elmore,1990,251,167,65,19,0,0,0,150,97,45,0,0,251,0,0,0
Alabama,Escambia,1990,59,54,5,0,0,0,0,57,45,26,0,0,0,0,0,59
Alabama,Etowah,1990,57,52,5,0,0,0,0,59,49,29,0,0,0,0,0,57
Alabama,Franklin,1990,50,47,3,0,0,0,0,64,43,20,0,0,0,0,0,50
Alabama,Houston,1990,55,48,7,0,0,0,0,64,55,24,0,0,0,0,0,55
Alabama,Jackson,1990,355,231,86,34,4,0,0,191,101,36,0,0,0,339,0,16
Alabama,Jefferson,1990,365,173,126,39,25,2,0,203,133,51,56,0,189,58,0,62
Alabama,Lauderdale,1990,351,297,38,15,1,0,0,161,76,13,0,0,0,351,0,0
Alabama,Madison,1990,362,282,67,13,0,0,0,136,80,37,58,0,221,0,0,83
Alabama,Marengo,1990,59,55,4,0,0,0,0,67,47,20,0,0,0,0,0,59
Alabama,Mobile,1990,337,179,70,71,17,0,0,200,128,48,0,0,170,153,0,14
Alabama,Montgomery,1990,247,184,58,4,1,0,0,151,77,43,0,0,217,0,0,30
Alabama,Morgan,1990,57,54,3,0,0,0,0,54,39,21,0,0,0,0,0,57
Alabama,Pike,1990,60,57,3,0,0,0,0,57,39,20,0,0,0,0,0,60
Alabama,Russell,1990,56,53,3,0,0,0,0,57,43,25,0,0,0,0,0,56
Alabama,Shelby,1990,279,188,66,20,4,1,0,201,97,42,0,0,256,0,0,23
Alabama,Talladega,1990,60,49,11,0,0,0,0,70,55,33,0,0,0,0,0,60
Alabama,Tuscaloosa,1990,56,49,7,0,0,0,0,66,54,27,0,0,0,0,0,56
Alabama,Walker,1990,59,52,7,0,0,0,0,57,52,23,0,0,0,0,0,59
Alabama,Calhoun,1991,57,52,5,0,0,0,0,64,43,24,0,0,0,0,0,57
Alabama,Clay,1991,210,209,1,0,0,0,0,58,34,22,0,0,210,0,0,0
Alabama,Colbert,1991,359,305,30,23,1,0,0,158,77,14,0,0,0,328,0,31
Alabama,DeKalb,1991,342,249,82,10,1,0,0,151,80,41,0,0,336,0,0,6
Alabama,Elmore,1991,254,203,49,2,0,0,0,140,61,40,0,0,254,0,0,0
Alabama,Escambia,1991,56,53,3,0,0,0,0,53,40,22,0,0,0,0,0,56
Alabama,Etowah,1991,58,50,8,0,0,0,0,71,54,31,0,0,0,0,0,58
Alabama,Franklin,1991,47,44,3,0,0,0,0,55,44,22,0,0,0,0,0,47
Alabama,Houston,1991,57,53,4,0,0,0,0,57,41,23,0,0,0,0,0,57
Alabama,Jackson,1991,361,257,84,20,0,0,0,140,85,30,0,0,0,338,0,23
Alabama,Jefferson,1991,365,201,137,22,5,0,0,166,95,47,39,0,166,84,0,76
Alabama,Lauderdale,1991,346,289,40,16,1,0,0,160,69,11,0,0,0,346,0,0
Alabama,Madison,1991,365,245,91,27,2,0,0,154,90,43,4,121,219,0,0,21
Alabama,Marengo,1991,55,55,0,0,0,0,0,50,41,22,0,0,0,0,0,55
Alabama,Mobile,1991,365,192,69,87,17,0,0,187,128,49,0,0,116,226,0,23
Alabama,Montgomery,1991,274,241,31,2,0,0,0,101,54,34,0,0,252,0,0,22
Alabama,Morgan,1991,60,54,6,0,0,0,0,57,51,23,0,0,0,0,0,60
Alabama,Pike,1991,58,57,1,0,0,0,0,56,38,21,0,0,0,0,0,58
Alabama,Russell,1991,56,53,3,0,0,0,0,61,37,23,0,0,0,0,0,56
Alabama,Shelby,1991,270,211,46,11,2,0,0,161,77,38,0,0,254,0,0,16
Alabama,Sumter,1991,45,42,3,0,0,0,0,77,48,30,0,0,45,0,0,0
Alabama,Talladega,1991,59,51,8,0,0,0,0,70,55,27,0,0,0,0,0,59
Alabama,Tuscaloosa,1991,60,55,5,0,0,0,0,79,46,22,0,0,0,0,0,60
Alabama,Walker,1991,55,51,4,0,0,0,0,66,47,23,0,0,0,0,0,55
Alabama,Calhoun,1992,60,60,0,0,0,0,0,43,35,22,0,0,0,0,0,60
Alabama,Clay,1992,226,215,11,0,0,0,0,74,45,25,0,0,226,0,0,0
Alabama,Colbert,1992,365,324,29,12,0,0,0,129,51,13,0,0,0,328,0,37
Alabama,DeKalb,1992,349,263,71,13,2,0,0,169,77,38,0,0,343,0,0,6
Alabama,Elmore,1992,272,211,49,11,1,0,0,159,77,41,0,0,272,0,0,0
Alabama,Escambia,1992,59,58,1,0,0,0,0,55,44,24,0,0,0,0,0,59
Alabama,Etowah,1992,61,57,4,0,0,0,0,63,48,26,0,0,0,0,0,61
Alabama,Franklin,1992,60,60,0,0,0,0,0,44,33,19,0,0,0,0,0,60
Alabama,Houston,1992,57,55,2,0,0,0,0,58,40,20,0,0,0,0,0,57
Alabama,Jackson,1992,364,275,72,14,3,0,0,200,75,24,0,0,0,333,0,31
Alabama,Jefferson,1992,366,199,136,23,8,0,0,195,97,47,63,0,163,85,0,55
Alabama,Lauderdale,1992,243,218,20,5,0,0,0,139,51,10,0,0,0,243,0,0
Alabama,Lawrence,1992,188,129,56,3,0,0,0,118,71,37,0,0,118,0,70,0
Alabama,Madison,1992,365,274,72,15,4,0,0,185,80,38,13,141,205,0,0,6
Alabama,Marengo,1992,51,51,0,0,0,0,0,43,33,21,0,0,0,0,0,51
Alabama,Mobile,1992,366,170,85,99,12,0,0,180,131,55,0,0,135,213,0,18
Alabama,Montgomery,1992,61,60,1,0,0,0,0,55,37,21,0,0,0,0,0,61
Alabama,Morgan,1992,61,61,0,0,0,0,0,46,38,21,0,0,0,0,0,61
Alabama,Pike,1992,55,54,1,0,0,0,0,70,31,19,0,0,0,0,0,55
Alabama,Russell,1992,58,57,1,0,0,0,0,51,40,23,0,0,0,0,0,58
Alabama,Shelby,1992,270,201,46,16,7,0,0,197,97,41,0,3,246,0,0,21
Alabama,Sumter,1992,206,166,34,6,0,0,0,140,67,39,0,0,206,0,0,0
Alabama,Talladega,1992,60,55,5,0,0,0,0,76,45,27,0,0,0,0,0,60
Alabama,Tuscaloosa,1992,51,51,0,0,0,0,0,42,35,21,0,0,0,0,0,51
Alabama,Walker,1992,52,52,0,0,0,0,0,44,35,22,0,0,0,0,0,52
Alabama,Calhoun,1993,52,50,2,0,0,0,0,68,35,23,0,0,0,0,0,52
Alabama,Clay,1993,306,220,69,16,1,0,0,164,84,44,0,0,306,0,0,0
Alabama,Colbert,1993,358,297,48,10,3,0,0,176,70,14,0,0,0,320,0,38
Alabama,DeKalb,1993,357,244,86,22,5,0,0,177,90,44,0,0,353,0,0,4
Alabama,Elmore,1993,282,190,75,14,3,0,0,156,93,44,0,0,282,0,0,0
Alabama,Escambia,1993,54,51,3,0,0,0,0,79,41,23,0,0,0,0,0,54
Alabama,Etowah,1993,60,51,9,0,0,0,0,67,55,31,0,0,0,0,0,60
Alabama,Franklin,1993,59,57,2,0,0,0,0,53,37,19,0,0,0,0,0,59
Alabama,Houston,1993,57,55,2,0,0,0,0,55,48,21,0,0,0,0,0,57
Alabama,Jackson,1993,364,297,46,18,3,0,0,200,71,19,0,0,0,335,0,29
Alabama,Jefferson,1993,365,176,129,54,5,1,0,205,102,53,34,0,178,106,0,47
Alabama,Lawrence,1993,315,203,101,10,1,0,0,161,80,43,0,0,250,0,65,0
Alabama,Madison,1993,365,242,86,32,4,1,0,215,101,44,8,97,237,12,0,11
Alabama,Marengo,1993,59,57,2,0,0,0,0,51,35,22,0,0,0,0,0,59
Alabama,Mobile,1993,365,169,97,77,22,0,0,200,136,55,0,0,140,203,0,22
Alabama,Montgomery,1993,233,189,31,9,4,0,0,174,74,31,0,0,190,0,0,43
Alabama,Morgan,1993,286,182,77,24,3,0,0,192,100,44,0,0,231,37,0,18
Alabama,Pike,1993,60,57,3,0,0,0,0,59,38,19,0,0,0,0,0,60
Alabama,Russell,1993,59,58,1,0,0,0,0,60,34,23,0,0,0,0,0,59
Alabama,Shelby,1993,314,232,57,17,6,2,0,209,93,40,0,41,255,0,0,18
Alabama,Sumter,1993,293,255,38,0,0,0,0,100,58,37,0,0,293,0,0,0
Alabama,Talladega,1993,59,56,3,0,0,0,0,61,47,25,0,0,0,0,0,59
Alabama,Tuscaloosa,1993,54,52,2,0,0,0,0,57,40,23,0,0,0,0,0,54
Alabama,Walker,1993,56,52,4,0,0,0,0,58,42,23,0,0,0,0,0,56
Alabama,Calhoun,1994,56,56,0,0,0,0,0,43,37,19,0,0,0,0,0,56
Alabama,Clay,1994,353,276,64,11,2,0,0,197,74,38,0,0,353,0,0,0
Alabama,Colbert,1994,336,224,87,23,2,0,0,185,97,41,0,0,245,82,0,9
Alabama,DeKalb,1994,347,266,70,11,0,0,0,143,77,38,0,0,341,0,0,6
Alabama,Elmore,1994,317,262,44,10,1,0,0,159,74,35,0,0,317,0,0,0
Alabama,Escambia,1994,60,59,1,0,0,0,0,58,40,23,0,0,0,0,0,60
Alabama,Etowah,1994,61,59,2,0,0,0,0,60,44,29,0,0,0,0,0,61
Alabama,Franklin,1994,57,56,1,0,0,0,0,54,33,19,0,0,0,0,0,57
Alabama,Geneva,1994,285,262,21,2,0,0,0,108,48,31,0,0,285,0,0,0
Alabama,Houston,1994,56,53,3,0,0,0,0,72,44,22,0,0,0,0,0,56
Alabama,Jackson,1994,365,319,33,11,2,0,0,160,61,16,0,0,0,337,0,28
Alabama,Jefferson,1994,365,203,118,41,3,0,0,166,101,48,46,0,176,85,0,58
Alabama,Lawrence,1994,345,245,89,10,1,0,0,154,77,41,0,0,297,0,48,0
Alabama,Madison,1994,365,272,77,14,2,0,0,195,90,38,20,0,277,25,0,43
Alabama,Marengo,1994,60,60,0,0,0,0,0,43,37,22,0,0,0,0,0,60
Alabama,Mobile,1994,365,164,74,106,21,0,0,194,135,60,0,0,145,202,0,18
Alabama,Montgomery,1994,363,316,39,7,1,0,0,164,58,32,0,0,320,0,0,43
Alabama,Morgan,1994,103,88,9,6,0,0,0,120,80,28,0,0,35,23,0,45
Alabama,Pike,1994,56,56,0,0,0,0,0,45,39,25,0,0,0,0,0,56
Alabama,Russell,1994,61,61,0,0,0,0,0,48,41,23,0,0,0,0,0,61
Alabama,Shelby,1994,346,266,60,15,5,0,0,185,87,37,0,75,264,0,0,7
Alabama,Sumter,1994,315,283,30,2,0,0,0,136,51,31,0,0,315,0,0,0
Alabama,Talladega,1994,59,57,2,0,0,0,0,57,41,27,0,0,0,0,0,59
Alabama,Tuscaloosa,1994,58,58,0,0,0,0,0,49,38,23,0,0,0,0,0,58
Alabama,Walker,1994,57,57,0,0,0,0,0,43,35,21,0,0,0,0,0,57
Alabama,Calhoun,1995,59,56,3,0,0,0,0,57,37,19,0,0,0,0,0,59
Alabama,Clay,1995,327,223,72,24,8,0,0,197,100,42,0,0,327,0,0,0
Alabama,Colbert,1995,322,261,50,11,0,0,0,133,71,26,0,0,108,184,0,30
Alabama,DeKalb,1995,285,152,98,28,7,0,0,190,105,48,0,0,271,0,0,14
Alabama,Elmore,1995,295,247,38,5,5,0,0,169,71,33,0,0,295,0,0,0
Alabama,Escambia,1995,61,60,1,0,0,0,0,55,39,24,0,0,0,0,0,61
Alabama,Etowah,1995,60,58,2,0,0,0,0,59,43,30,0,0,0,0,0,60
Alabama,Franklin,1995,60,59,1,0,0,0,0,52,35,20,0,0,0,0,0,60
Alabama,Geneva,1995,318,271,46,1,0,0,0,129,61,35,0,0,318,0,0,0
Alabama,Houston,1995,54,51,3,0,0,0,0,52,43,24,0,0,0,0,0,54
Alabama,Jackson,1995,355,310,31,12,2,0,0,193,56,16,0,0,0,320,0,35
Alabama,Jefferson,1995,365,199,107,31,23,5,0,222,140,49,56,0,201,50,0,58
Alabama,Lawrence,1995,333,222,88,22,1,0,0,190,90,43,0,0,290,0,43,0
Alabama,Madison,1995,365,239,89,34,3,0,0,169,101,41,14,0,335,0,0,16
Alabama,Marengo,1995,40,40,0,0,0,0,0,47,31,20,0,0,0,0,0,40
Alabama,Mobile,1995,352,177,68,103,4,0,0,170,130,50,0,0,192,153,0,7
Alabama,Montgomery,1995,363,298,52,13,0,0,0,140,74,33,0,48,253,13,0,49
Alabama,Morgan,1995,59,58,1,0,0,0,0,56,37,22,0,0,0,0,0,59
Alabama,Pike,1995,56,55,1,0,0,0,0,54,34,20,0,0,0,0,0,56
Alabama,Russell,1995,60,59,1,0,0,0,0,54,43,26,0,0,0,0,0,60
Alabama,Shelby,1995,337,240,46,34,13,4,0,205,122,41,0,51,280,0,0,6
Alabama,Sumter,1995,280,230,45,5,0,0,0,119,67,37,0,0,280,0,0,0
Alabama,Talladega,1995,61,57,4,0,0,0,0,63,48,28,0,0,0,0,0,61
Alabama,Tuscaloosa,1995,61,58,3,0,0,0,0,57,44,24,0,0,0,0,0,61
Alabama,Walker,1995,56,55,1,0,0,0,0,58,37,23,0,0,0,0,0,56
