 state,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10
Alabama,Jefferson,2006,365,29,264,59,12,1,0,204,118,80,48,0,62,12,202,41
Alabama,Lawrence,2006,281,179,96,6,0,0,0,136,77,46,0,0,208,0,73,0
Alabama,Madison,2006,362,229,119,12,2,0,0,156,84,45,0,0,286,0,70,6
Alabama,Marengo,2006,16,16,0,0,0,0,0,31,26,19,0,0,0,0,0,16
Alabama,Mobile,2006,364,241,99,21,3,0,0,164,84,44,0,0,206,7,74,77
Alabama,Montgomery,2006,286,170,107,8,1,0,0,175,80,45,0,0,186,0,100,0
Alabama,Morgan,2006,284,150,116,18,0,0,0,136,92,50,0,0,209,0,75,0
Alabama,Pike,2006,20,20,0,0,0,0,0,37,34,21,0,0,0,0,0,20
Alabama,Russell,2006,280,134,137,9,0,0,0,143,84,51,0,0,179,0,101,0
Alabama,Shelby,2006,284,142,111,25,6,0,0,169,101,51,0,0,202,0,82,0
Alabama,Sumter,2006,263,194,67,2,0,0,0,119,71,42,0,0,215,0,48,0
Alabama,Talladega,2006,277,157,105,15,0,0,0,150,84,48,0,0,209,0,66,2
Alabama,Tuscaloosa,2006,277,163,106,7,1,0,0,161,80,47,0,0,188,0,89,0
Alabama,Walker,2006,118,53,63,2,0,0,0,112,79,53,0,0,0,0,118,0
Alabama,Baldwin,2007,269,181,72,15,1,0,0,154,87,43,0,0,197,0,72,0
Alabama,Clay,2007,283,142,129,10,2,0,0,166,84,50,0,0,200,0,83,0
Alabama,Colbert,2007,324,212,97,15,0,0,0,122,84,45,0,0,194,48,82,0
Alabama,DeKalb,2007,362,202,132,27,1,0,0,169,93,47,0,0,307,0,55,0
Alabama,Elmore,2007,244,162,75,6,1,0,0,151,77,45,0,0,244,0,0,0
Alabama,Escambia,2007,107,56,50,1,0,0,0,137,71,49,0,0,0,0,107,0
Alabama,Etowah,2007,323,131,170,22,0,0,0,145,87,54,0,0,129,0,194,0
Alabama,Houston,2007,276,183,85,7,1,0,0,158,77,45,0,0,196,0,80,0
Alabama,Jackson,2007,273,256,16,1,0,0,0,120,40,9,0,0,0,273,0,0
Alabama,Jefferson,2007,365,31,261,56,16,1,0,203,127,75,19,0,74,5,212,55
Alabama,Lawrence,2007,282,149,110,22,1,0,0,156,97,49,0,0,208,0,74,0
Alabama,Madison,2007,364,208,131,23,2,0,0,182,93,46,0,0,290,0,72,2
Alabama,Mobile,2007,359,261,79,17,2,0,0,164,75,42,0,0,203,0,69,87
Alabama,Montgomery,2007,353,157,177,14,5,0,0,157,87,53,0,0,123,0,230,0
Alabama,Morgan,2007,284,130,125,27,2,0,0,172,101,54,0,0,203,0,81,0
Alabama,Russell,2007,354,133,203,15,3,0,0,163,89,56,0,0,98,0,256,0
Alabama,Shelby,2007,284,146,109,23,6,0,0,182,101,50,0,0,202,0,82,0
Alabama,Sumter,2007,239,191,46,2,0,0,0,140,74,40,0,0,239,0,0,0
Alabama,Talladega,2007,118,57,60,1,0,0,0,113,77,51,0,0,0,0,118,0
Alabama,Tuscaloosa,2007,274,154,102,16,2,0,0,159,93,47,0,0,190,0,84,0
Alabama,Walker,2007,117,52,63,2,0,0,0,115,79,53,0,0,0,0,117,0
Alabama,Baldwin,2008,265,210,50,5,0,0,0,133,68,37,0,0,206,0,59,0
Alabama,Clay,2008,110,70,40,0,0,0,0,93,61,43,0,0,0,0,110,0
Alabama,Colbert,2008,277,201,76,0,0,0,0,97,64,43,0,0,193,0,84,0
Alabama,DeKalb,2008,365,261,99,5,0,0,0,122,71,43,0,0,312,0,53,0
Alabama,Elmore,2008,245,180,64,1,0,0,0,105,74,42,0,0,245,0,0,0
Alabama,Etowah,2008,340,185,154,1,0,0,0,105,71,49,0,0,94,0,246,0
Alabama,Houston,2008,277,206,71,0,0,0,0,90,61,40,0,0,187,0,90,0
Alabama,Jefferson,2008,366,59,277,26,4,0,0,174,97,67,21,0,63,11,232,39
Alabama,Lawrence,2008,110,87,23,0,0,0,0,76,61,35,0,0,0,0,110,0
Alabama,Madison,2008,366,180,177,9,0,0,0,147,77,51,0,0,174,0,192,0
Alabama,Mobile,2008,357,281,71,5,0,0,0,150,64,36,0,0,180,0,79,98
Alabama,Montgomery,2008,349,189,156,4,0,0,0,122,72,48,0,0,97,0,251,1
Alabama,Morgan,2008,285,196,89,0,0,0,0,97,67,44,0,0,201,0,84,0
Alabama,Russell,2008,342,154,183,5,0,0,0,121,74,52,0,0,71,0,271,0
Alabama,Shelby,2008,284,188,87,7,2,0,0,166,77,44,0,0,205,0,79,0
Alabama,Sumter,2008,242,227,15,0,0,0,0,84,49,31,0,0,242,0,0,0
Alabama,Talladega,2008,107,61,46,0,0,0,0,92,64,49,0,0,0,0,107,0
Alabama,Tuscaloosa,2008,267,208,58,1,0,0,0,101,60,40,0,0,180,0,87,0
Alabama,Walker,2008,120,69,51,0,0,0,0,96,68,48,0,0,0,0,120,0
Alabama,Baldwin,2009,252,218,32,2,0,0,0,136,53,36,0,0,200,0,52,0
Alabama,Clay,2009,119,97,22,0,0,0,0,94,59,33,0,0,0,0,119,0
Alabama,Colbert,2009,323,220,103,0,0,0,0,76,60,43,0,0,132,0,191,0
Alabama,DeKalb,2009,363,311,52,0,0,0,0,100,54,36,0,0,308,0,55,0
Alabama,Elmore,2009,244,228,16,0,0,0,0,80,49,36,0,0,244,0,0,0
Alabama,Etowah,2009,359,228,131,0,0,0,0,87,63,44,0,0,92,0,267,0
Alabama,Houston,2009,315,261,54,0,0,0,0,86,55,38,0,0,175,0,140,0
Alabama,Jefferson,2009,365,126,233,6,0,0,0,150,76,56,4,0,61,7,256,37
Alabama,Lawrence,2009,96,87,9,0,0,0,0,66,47,29,0,0,0,0,96,0
Alabama,Madison,2009,349,272,76,1,0,0,0,122,61,39,0,0,247,0,72,30
Alabama,Mobile,2009,358,305,49,4,0,0,0,133,58,35,0,0,210,0,72,76
Alabama,Montgomery,2009,323,216,107,0,0,0,0,93,62,44,0,0,100,0,223,0
Alabama,Morgan,2009,321,178,143,0,0,0,0,91,64,48,0,0,91,0,230,0
Alabama,Russell,2009,345,214,130,1,0,0,0,112,66,45,0,0,99,0,246,0
Alabama,Shelby,2009,283,229,51,3,0,0,0,119,64,38,0,0,204,0,79,0
Alabama,Sumter,2009,239,237,2,0,0,0,0,61,44,31,0,0,239,0,0,0
Alabama,Talladega,2009,97,66,31,0,0,0,0,80,66,41,0,0,0,0,97,0
Alabama,Tuscaloosa,2009,306,230,75,1,0,0,0,120,60,40,0,0,109,0,197,0
Alabama,Walker,2009,118,86,32,0,0,0,0,73,61,39,0,0,0,0,118,0
Alabama,Baldwin,2010,274,188,80,6,0,0,0,150,71,43,0,0,192,0,82,0
Alabama,Clay,2010,113,79,34,0,0,0,0,86,60,42,0,0,0,0,113,0
Alabama,Colbert,2010,355,208,146,1,0,0,0,105,67,47,0,0,114,0,241,0
Alabama,DeKalb,2010,358,248,106,4,0,0,0,101,74,43,0,0,303,0,55,0
Alabama,Elmore,2010,241,181,55,5,0,0,0,112,71,43,0,0,241,0,0,0
Alabama,Etowah,2010,363,148,214,1,0,0,0,104,74,54,0,0,78,0,285,0
Alabama,Houston,2010,357,195,158,4,0,0,0,115,67,48,0,0,116,0,241,0
Alabama,Jefferson,2010,365,106,229,26,4,0,0,166,97,59,1,0,124,4,206,30
Alabama,Lawrence,2010,112,93,19,0,0,0,0,59,53,34,0,0,0,0,112,0
Alabama,Madison,2010,335,230,101,4,0,0,0,136,74,44,0,0,201,0,84,50
Alabama,Mobile,2010,363,270,85,8,0,0,0,140,71,40,0,0,205,0,70,88
Alabama,Montgomery,2010,364,186,172,6,0,0,0,129,70,50,0,0,105,0,258,1
Alabama,Morgan,2010,361,187,171,3,0,0,0,108,74,50,0,0,149,0,212,0
Alabama,Russell,2010,287,174,111,2,0,0,0,108,74,47,0,0,191,0,96,0
Alabama,Shelby,2010,278,175,96,5,2,0,0,156,80,46,0,0,207,0,71,0
Alabama,Sumter,2010,242,206,35,1,0,0,0,119,64,39,0,0,242,0,0,0
Alabama,Talladega,2010,117,64,53,0,0,0,0,76,62,48,0,0,0,0,117,0
Alabama,Tuscaloosa,2010,365,127,238,0,0,0,0,89,72,55,0,0,21,0,344,0
Alabama,Walker,2010,113,68,45,0,0,0,0,74,61,45,0,0,0,0,113,0
Alabama,Baldwin,2011,282,204,69,9,0,0,0,126,74,42,0,0,209,0,73,0
Alabama,Clay,2011,118,80,38,0,0,0,0,86,63,39,0,0,0,0,118,0
Alabama,Colbert,2011,279,214,64,1,0,0,0,101,61,42,0,0,197,0,82,0
Alabama,DeKalb,2011,336,257,78,1,0,0,0,101,63,40,0,0,271,0,65,0
Alabama,Elmore,2011,242,192,48,2,0,0,0,105,64,44,0,0,242,0,0,0
Alabama,Etowah,2011,275,208,67,0,0,0,0,99,62,41,0,0,188,0,87,0
Alabama,Houston,2011,283,207,76,0,0,0,0,100,67,44,0,0,207,0,76,0
Alabama,Jefferson,2011,365,118,208,33,6,0,0,182,105,58,2,0,120,3,224,16
Alabama,Lawrence,2011,95,70,25,0,0,0,0,82,59,34,0,0,0,0,95,0
Alabama,Madison,2011,331,222,105,4,0,0,0,126,77,44,0,0,202,0,76,53
Alabama,Mobile,2011,304,215,82,7,0,0,0,122,80,42,0,0,209,0,74,21
Alabama,Montgomery,2011,278,183,93,2,0,0,0,108,74,44,0,0,193,0,85,0
Alabama,Morgan,2011,280,193,85,2,0,0,0,115,74,43,0,0,203,0,77,0
Alabama,Russell,2011,278,172,104,2,0,0,0,126,71,46,0,0,183,0,95,0
Alabama,Shelby,2011,282,190,79,12,1,0,0,166,87,44,0,0,208,0,74,0
Alabama,Sumter,2011,198,174,24,0,0,0,0,93,54,38,0,0,198,0,0,0
Alabama,Talladega,2011,110,61,49,0,0,0,0,94,67,47,0,0,0,0,110,0
Alabama,Tuscaloosa,2011,279,234,44,1,0,0,0,103,56,38,0,0,184,0,95,0
Alabama,Walker,2011,107,70,37,0,0,0,0,84,65,43,0,0,0,0,107,0
Alabama,Baldwin,2012,284,226,56,2,0,0,0,112,61,38,0,0,210,0,74,0
Alabama,Clay,2012,121,99,22,0,0,0,0,72,56,35,0,0,0,0,121,0
Alabama,Colbert,2012,283,222,55,6,0,0,0,136,62,40,0,0,209,0,74,0
Alabama,DeKalb,2012,361,282,74,5,0,0,0,115,64,40,0,0,320,0,41,0
Alabama,Elmore,2012,245,212,33,0,0,0,0,100,54,40,0,0,245,0,0,0
Alabama,Etowah,2012,277,229,48,0,0,0,0,87,55,40,0,0,191,0,86,0
Alabama,Houston,2012,284,238,46,0,0,0,0,97,58,38,0,0,211,0,73,0
Alabama,Jefferson,2012,366,148,198,16,4,0,0,172,87,53,0,0,140,7,216,3
Alabama,Lawrence,2012,109,104,5,0,0,0,0,58,48,28,0,0,0,0,109,0
Alabama,Madison,2012,338,242,82,14,0,0,0,147,74,43,0,0,218,0,66,54
Alabama,Mobile,2012,284,229,52,3,0,0,0,126,61,38,0,0,219,0,62,3
Alabama,Montgomery,2012,280,211,68,1,0,0,0,102,62,43,0,0,195,0,85,0
Alabama,Morgan,2012,283,218,59,6,0,0,0,129,71,42,0,0,209,0,74,0
Alabama,Russell,2012,284,207,76,1,0,0,0,101,67,44,0,0,192,0,92,0
Alabama,Shelby,2012,283,213,64,6,0,0,0,150,71,43,0,0,217,0,66,0
Alabama,Talladega,2012,116,82,34,0,0,0,0,77,59,42,0,0,0,0,116,0
Alabama,Tuscaloosa,2012,283,255,28,0,0,0,0,93,50,36,0,0,191,0,92,0
Alabama,Baldwin,2013,273,235,38,0,0,0,0,87,54,36,0,0,200,0,73,0
Alabama,Clay,2013,118,100,18,0,0,0,0,65,52,32,0,0,0,0,118,0
Alabama,Colbert,2013,285,252,33,0,0,0,0,80,51,38,0,0,202,0,83,0
Alabama,DeKalb,2013,360,319,41,0,0,0,0,93,52,38,0,0,305,0,55,0
Alabama,Elmore,2013,244,229,15,0,0,0,0,87,48,36,0,0,244,0,0,0
Alabama,Etowah,2013,281,244,37,0,0,0,0,90,52,37,0,0,197,0,84,0
Alabama,Houston,2013,285,259,26,0,0,0,0,84,50,36,0,0,206,0,79,0
Alabama,Jefferson,2013,365,192,171,2,0,0,0,129,68,50,0,1,106,3,254,1
Alabama,Lawrence,2013,109,102,7,0,0,0,0,62,48,27,0,0,0,0,109,0
Alabama,Madison,2013,336,282,54,0,0,0,0,90,54,40,0,0,220,0,63,53
Alabama,Mobile,2013,285,248,37,0,0,0,0,90,54,39,0,0,215,0,66,4
Alabama,Montgomery,2013,285,240,45,0,0,0,0,87,54,39,0,0,194,0,91,0
Alabama,Morgan,2013,282,238,44,0,0,0,0,87,54,40,0,0,210,0,72,0
Alabama,Russell,2013,284,232,52,0,0,0,0,93,57,41,0,0,199,0,85,0
Alabama,Shelby,2013,285,242,42,1,0,0,0,101,55,39,0,0,205,0,80,0
Alabama,Sumter,2013,220,213,7,0,0,0,0,90,43,31,0,0,220,0,0,0
Alabama,Talladega,2013,114,88,26,0,0,0,0,63,55,38,0,0,0,0,114,0
Alabama,Tuscaloosa,2013,362,333,29,0,0,0,0,71,49,32,0,0,194,81,87,0
Alabama,Baldwin,2014,280,232,46,2,0,0,0,112,59,38,0,0,205,0,75,0
Alabama,Clay,2014,114,96,18,0,0,0,0,70,54,36,0,0,0,0,114,0
Alabama,Colbert,2014,284,251,33,0,0,0,0,87,52,37,0,0,206,0,78,0
Alabama,DeKalb,2014,360,313,47,0,0,0,0,90,54,38,0,0,300,0,60,0
Alabama,Elmore,2014,245,224,21,0,0,0,0,84,49,36,0,0,245,0,0,0
Alabama,Etowah,2014,281,244,37,0,0,0,0,97,54,38,0,0,207,0,74,0
Alabama,Houston,2014,279,241,38,0,0,0,0,80,52,38,0,0,212,0,67,0
Alabama,Jefferson,2014,365,158,201,6,0,0,0,112,74,53,0,7,71,2,283,2
Alabama,Lawrence,2014,104,92,12,0,0,0,0,83,52,27,0,0,0,0,104,0
Alabama,Madison,2014,338,281,57,0,0,0,0,97,58,39,0,0,214,0,68,56
Alabama,Mobile,2014,285,224,55,6,0,0,0,115,67,41,0,0,223,0,61,1
Alabama,Montgomery,2014,284,235,49,0,0,0,0,87,56,40,0,0,198,0,86,0
Alabama,Morgan,2014,283,238,45,0,0,0,0,93,54,39,0,0,209,0,74,0
Alabama,Russell,2014,284,218,65,1,0,0,0,108,58,40,0,0,184,0,100,0
Alabama,Shelby,2014,273,226,46,1,0,0,0,119,54,40,0,0,210,0,63,0
Alabama,Sumter,2014,241,232,9,0,0,0,0,74,47,34,0,0,241,0,0,0
Alabama,Talladega,2014,108,86,22,0,0,0,0,79,56,37,0,0,0,0,108,0
Alabama,Tuscaloosa,2014,280,251,29,0,0,0,0,93,52,36,0,0,190,0,90,0
Alabama,Baldwin,2015,264,230,33,1,0,0,0,129,53,38,0,0,189,0,75,0
Alabama,Clay,2015,112,101,11,0,0,0,0,91,50,32,0,0,0,0,112,0
Alabama,Colbert,2015,280,251,29,0,0,0,0,73,51,36,0,0,195,0,85,0
Alabama,DeKalb,2015,363,319,43,1,0,0,0,101,52,37,0,0,307,0,56,0
Alabama,Elmore,2015,233,223,9,1,0,0,0,115,47,35,0,0,233,0,0,0
Alabama,Etowah,2015,365,221,137,4,3,0,0,170,64,46,0,0,119,0,246,0
Alabama,Houston,2015,283,259,24,0,0,0,0,74,49,33,0,0,211,0,72,0
Alabama,Jefferson,2015,365,203,157,5,0,0,0,147,70,48,0,11,106,6,239,3
Alabama,Lawrence,2015,114,105,9,0,0,0,0,71,48,27,0,0,0,0,114,0
Alabama,Madison,2015,333,288,45,0,0,0,0,87,54,38,0,0,215,0,63,55
Alabama,Mobile,2015,363,274,88,1,0,0,0,105,58,40,0,0,140,0,223,0
Alabama,Montgomery,2015,359,227,131,1,0,0,0,115,61,45,0,0,112,0,247,0
Alabama,Morgan,2015,365,302,63,0,0,0,0,92,56,38,0,0,164,0,201,0
Alabama,Russell,2015,337,196,139,2,0,0,0,141,65,47,0,0,76,0,261,0
Alabama,Shelby,2015,257,219,36,2,0,0,0,115,57,39,0,0,225,0,32,0
Alabama,Sumter,2015,314,233,80,1,0,0,0,107,57,40,0,0,134,0,180,0
Alabama,Talladega,2015,107,76,31,0,0,0,0,81,57,40,0,0,0,0,107,0
Alabama,Tuscaloosa,2015,357,193,164,0,0,0,0,89,63,49,0,0,50,0,307,0
Alabama,Baldwin,2016,279,247,32,0,0,0,0,87,51,37,0,0,221,0,58,0
Alabama,Clay,2016,116,109,7,0,0,0,0,56,45,30,0,0,0,0,116,0
Alabama,Colbert,2016,282,258,23,1,0,0,0,115,50,38,0,0,219,0,63,0
Alabama,DeKalb,2016,348,304,43,1,0,0,0,119,54,40,0,0,321,0,27,0
Alabama,Elmore,2016,117,107,10,0,0,0,0,77,48,40,0,0,117,0,0,0
Alabama,Etowah,2016,352,162,184,3,3,0,0,179,67,52,0,0,104,0,248,0
Alabama,Houston,2016,280,265,15,0,0,0,0,97,48,35,0,0,221,0,59,0
Alabama,Jefferson,2016,366,191,166,8,1,0,0,151,77,49,0,16,147,1,199,3
Alabama,Lawrence,2016,118,116,1,1,0,0,0,105,40,25,0,0,0,0,118,0
Alabama,Madison,2016,337,284,52,1,0,0,0,122,55,40,0,0,235,0,45,57
Alabama,Mobile,2016,366,277,87,2,0,0,0,139,58,41,0,0,138,9,219,0
Alabama,Montgomery,2016,363,285,76,1,1,0,0,170,58,42,0,0,175,0,188,0
Alabama,Morgan,2016,365,304,59,2,0,0,0,107,55,40,0,0,214,0,151,0
Alabama,Russell,2016,257,192,65,0,0,0,0,100,61,43,0,0,176,0,81,0
Alabama,Shelby,2016,244,205,35,4,0,0,0,133,61,41,0,0,244,0,0,0
Alabama,Sumter,2016,336,315,21,0,0,0,0,70,47,34,0,0,185,0,151,0
Alabama,Talladega,2016,117,99,18,0,0,0,0,79,52,35,0,0,0,0,117,0
Alabama,Tuscaloosa,2016,365,224,141,0,0,0,0,100,59,47,0,0,93,0,272,0
Alabama,Baldwin,2017,270,241,28,1,0,0,0,108,51,36,0,0,206,0,64,0
Alabama,Clay,2017,118,104,14,0,0,0,0,66,52,30,0,0,0,0,118,0
Alabama,Colbert,2017,283,265,18,0,0,0,0,63,48,37,0,0,218,0,65,0
Alabama,DeKalb,2017,359,329,30,0,0,0,0,80,50,39,0,0,315,0,44,0
Alabama,Elmore,2017,226,221,5,0,0,0,0,58,45,35,0,0,226,0,0,0
Alabama,Etowah,2017,360,233,125,1,1,0,0,163,62,45,0,0,133,0,227,0
Alabama,Houston,2017,281,260,20,1,0,0,0,131,48,35,0,0,203,0,78,0
Alabama,Jefferson,2017,365,144,212,9,0,0,0,129,76,55,0,2,85,70,207,1
Alabama,Lawrence,2017,122,114,8,0,0,0,0,80,43,23,0,0,0,0,122,0
Alabama,Madison,2017,336,302,34,0,0,0,0,100,51,39,0,0,230,0,52,54
Alabama,Mobile,2017,363,299,59,5,0,0,0,139,55,37,0,0,191,5,167,0
Alabama,Montgomery,2017,346,214,129,2,0,1,0,221,63,45,0,0,119,0,227,0
Alabama,Morgan,2017,364,317,47,0,0,0,0,80,52,39,0,0,184,0,180,0
Alabama,Russell,2017,311,228,83,0,0,0,0,87,62,44,0,0,173,0,138,0
Alabama,Shelby,2017,353,329,23,1,0,0,0,103,48,31,0,0,232,121,0,0
Alabama,Sumter,2017,350,330,20,0,0,0,0,83,48,34,0,0,183,0,167,0
Alabama,Talladega,2017,116,92,24,0,0,0,0,70,55,33,0,0,0,0,116,0
Alabama,Tuscaloosa,2017,350,165,184,1,0,0,0,123,67,52,0,0,64,0,286,0
Alabama,Baldwin,2018,270,245,25,0,0,0,0,97,50,35,0,0,214,0,56,0
Alabama,Clay,2018,110,103,7,0,0,0,0,64,45,27,0,0,0,0,110,0
Alabama,Colbert,2018,277,251,26,0,0,0,0,93,50,35,0,0,209,0,68,0
Alabama,DeKalb,2018,350,316,34,0,0,0,0,84,50,35,0,0,317,0,33,0
Alabama,Elmore,2018,222,203,19,0,0,0,0,71,49,33,0,0,222,0,0,0
Alabama,Etowah,2018,324,231,92,0,1,0,0,153,61,41,0,0,179,0,145,0
Alabama,Houston,2018,277,249,28,0,0,0,0,80,51,35,0,0,211,0,66,0
Alabama,Jefferson,2018,365,175,184,5,1,0,0,156,74,51,0,1,106,32,223,3
Alabama,Lawrence,2018,118,112,6,0,0,0,0,61,45,23,0,0,0,0,118,0
Alabama,Madison,2018,365,275,89,1,0,0,0,115,58,41,0,0,130,0,234,1
Alabama,Mobile,2018,365,290,74,1,0,0,0,105,57,38,0,0,150,13,202,0
Alabama,Montgomery,2018,324,149,175,0,0,0,0,93,66,52,0,0,43,0,281,0
Alabama,Morgan,2018,364,304,60,0,0,0,0,100,54,37,0,0,176,0,188,0
Alabama,Russell,2018,364,277,87,0,0,0,0,99,61,39,0,0,115,0,249,0
Alabama,Shelby,2018,363,328,31,4,0,0,0,124,50,31,0,0,232,131,0,0
Alabama,Sumter,2018,365,344,21,0,0,0,0,77,47,29,0,0,222,13,130,0
Alabama,Tuscaloosa,2018,320,265,54,1,0,0,0,115,56,37,0,0,195,0,125,0
Alabama,Baldwin,2019,166,140,26,0,0,0,0,80,54,40,0,0,139,0,27,0
Alabama,Clay,2019,63,58,5,0,0,0,0,67,49,29,0,0,0,0,63,0
Alabama,Colbert,2019,171,161,10,0,0,0,0,61,49,38,0,0,138,0,33,0
Alabama,DeKalb,2019,208,188,20,0,0,0,0,77,50,39,0,0,187,0,21,0
Alabama,Elmore,2019,148,137,11,0,0,0,0,100,49,41,0,0,148,0,0,0
Alabama,Etowah,2019,170,144,26,0,0,0,0,90,54,43,0,0,136,0,34,0
Alabama,Houston,2019,170,150,20,0,0,0,0,77,51,38,0,0,130,0,40,0
Alabama,Jefferson,2019,121,59,61,0,1,0,0,200,67,51,1,1,32,5,81,1
Alabama,Madison,2019,181,130,51,0,0,0,0,90,61,44,0,0,89,0,92,0
Alabama,Mobile,2019,211,158,53,0,0,0,0,79,61,42,0,0,90,3,118,0
Alabama,Montgomery,2019,212,103,108,1,0,0,0,122,67,51,0,0,40,0,172,0
Alabama,Morgan,2019,212,176,36,0,0,0,0,87,54,41,0,0,116,0,96,0
Alabama,Russell,2019,212,153,59,0,0,0,0,84,60,42,0,0,70,0,142,0
Alabama,Shelby,2019,206,184,21,1,0,0,0,119,51,37,0,0,148,58,0,0
Alabama,Sumter,2019,207,196,11,0,0,0,0,62,47,34,0,0,109,8,90,0
Alabama,Tuscaloosa,2019,155,146,9,0,0,0,0,59,47,35,0,0,111,0,44,0
